用户,评论内容,点赞数,评论时间,观点分类
披着纸皮的羊,人和车都是个东西。,0,2025-11-04 19:20:12,中立
LorewalkerF,这个门把手啊，一定要能拉开车门,2,2025-10-17 00:51:14,反对
万碎爷-法斯,这里后车窗是降下来的，为啥好像前车窗没降,16,2025-10-15 20:48:04,支持
我叫辰凡凡,遇到你说的这种情况基本降速慢慢开别着急了,0,2025-10-21 10:07:08,支持
Ramdom-E,其实车不管是主动安全还是被动安全都很重要。我的问题，上次我上完夜班掉头的时候精神不是很好。差点冲到路边的障碍物上了。但是问界直接硬是拉我的方向盘把我拉回来。甚至拉了两次。,17,2025-10-15 20:30:54,支持
童年时光和梦想,挺像几年前的byd，一堆车企围攻[doge_金箍],2,2025-10-16 02:56:03,支持
支影影,醉酒开车不该死么[吃瓜],0,2025-10-20 12:24:40,中立
谢斯菲尔德,机械式的门把手在自动落锁后，出车祸如果小电瓶坏了没有自动解锁，外面的人是咋开车门的,8,2025-10-16 08:15:18,支持
柒壹晖晖,小米su7没有机械把手，但小米yu7却有机械开关，不明白为啥这么干,2,2025-10-18 15:27:51,中立
水银绮晶,这潜移默化的引导牛啊，为什么一开始就说人肯定有问题，官方公告难道写的不是“涉嫌酒后驾驶，事故进一步调查当中”，难道说是就变成确定了？ 然后还拿别人回复来当证据，那么别人发的留言被证实是确定了？[歪嘴][歪嘴],0,2025-10-19 23:22:15,支持
哈库啦玛咜咜,酒驾+超速，不管是怎么死的，反正就是该死[doge],0,2025-10-20 12:41:05,支持
鲸一落海不言,隔天又有酒驾装死七八个人，然而没人讨论车型,7,2025-10-16 07:49:54,支持
阿笨hehe,我怕死，所以我买奇瑞[doge],1,2025-10-15 20:37:20,反对
你买个der你买,后窗玻璃是降下来的，是撞车前降的还是后降的？,6,2025-10-15 20:31:30,支持
学小塞拉芬妮,今天开车被辆大车别了一下，当时就上头了，但是五秒钟就冷静下来了，千万不要跟人斗气，想想就后怕,0,2025-10-20 18:54:36,中立
别给我推广告了,按限速开能被滴死，在网上还会被别人骂龟速车，遵守交通法则太难了[doge],2,2025-10-19 02:16:58,反对
52078134549_bili,人，车都有问题。总之，出事的大部分都是瞎搞，装什么失败。对车的性能，极限，路况对车的约束力没有一个完全的了解、掌控，最后综合出来就出事。已经不是一次了。真的要限制，各种区域强制限速。,0,2025-10-21 10:37:52,支持
呼吸决定S,能不能设计那种 装置可以炸开车门的设计 就像战斗机舱盖砰的一下弹飞的设计,0,2025-10-21 00:47:27,支持
琉璃悦心,时间会给出答案[藏狐],2,2025-10-16 16:24:56,支持
雨上欧尼,刮个底盘就死人，夸张，车门反而是最小的问题，换油车来也不一定能解锁，当然纯电控肯定不行，问题是怎么刮个底盘就起火断电？所有关键部件全在底盘？全部裸着？那可真巧,1,2025-10-18 14:21:37,支持
极乐净徒,真的好不理解，隐形门把手和那个全景天窗是为了什么？ 真是一点求用没有，还死命的追求，尤其门把手，真的无法理解车企思维,0,2025-10-20 23:07:37,反对
一原来如此一,反正就很吓人，屁股底下坐着这么个大炸弹,0,2025-10-20 12:53:33,中立
秘密时代,B站还有这功能,1,2025-10-16 13:56:02,中立
伊伊伊伊花,现在的车机都自带导航，那可不可以根据用户的行动轨迹判断是不是酒驾了，就这市区高速，车还剧烈晃动，导航肯定能检测出来啊，检测出来弄点手段，比如限制最高速度，或者弄些数学题不算出来不许启动啥的，酒驾肯定算不出来，清醒的还能正常开,4,2025-10-17 18:03:04,支持
热情的张荡荡,看到这个突然想起来以前高速那个 Mpv 好像也是拉不开车门，后续再也没看到了😮‍💨新闻热点太多了，好多事情悄无声息就过去了。,1,2025-10-15 21:51:29,中立
风ららら,规定里的门能打开的前提有写“非撞击侧”，还有速度上的规定我记得是50码以下吧，成都事故是超速+整车翻滚，没有车企能保证门能打开吧？包括起火时间规定的前提也是在一定速度以下的，具体记不清了懒得去找了，为什么只字不提呢,2,2025-10-17 19:10:26,支持
一派小星一,但是里面驾驶员不解锁车门的情况下机械门把手从外面硬拉就能拉开吗🤔,0,2025-10-18 22:55:21,反对
icehuman-all,有博主去年就分析门把手预言落水、起火有可能打不开门 https://www.bilibili.com/video/BV1CstpeAEP3/?vd_source=aad39637ab93b179a050c2dae1b98d08#reply279695083584,0,2025-10-19 15:22:44,反对
牛奶味的猫33,新能源汽车还能买嘛各位，最近想入手一辆比亚迪,16,2025-10-16 07:19:44,反对
百里秦歌,没号的事情即将发生,1,2025-10-15 20:06:04,支持
祝B站越来越差劲,怪我，不关雷总的事[委屈],3,2025-10-15 21:02:28,支持
back2reality,还没买车的兄弟真心奉劝一句等等明年新车或者买现有不是隐藏式门把手的，毕竟如果你卖车的话到时候市面上都是机械把手，买家不会在那听你什么自动弹开之类的话,0,2025-10-17 18:29:36,支持
邮件seaver,我的车想开到160都要有几公里的飞机跑道才行[笑哭],1,2025-10-18 08:17:02,支持
平平无奇修仙人,up后面说的那个我就是那样做的，开车碰到不顺我就警醒。,1,2025-10-18 13:14:11,支持
咸甜味的波波芋圆,那不满足新国标的汽车可不可以合法上路， 买的电瓶车 刚上路就说不合法 被收走了。 不知道汽车是不是如此[doge],2,2025-10-16 08:07:18,反对
44老jo厨44,那要是锁车了没解锁锁车键呢？,0,2025-11-05 07:14:54,支持
70181,雪天这个，东北老司机经常，此时，轻带油门，不要踩刹车，按你去的方向，小幅度修方向，不要大幅度转方向盘。剩下的，交给汽车，四驱，和四季胎。家里的车都是四驱，落地先安排一套倍耐力四季胎,0,2025-10-20 16:07:21,支持
JacquesWong,车头都是完完整整的，车烧干净金标都是好好的质量贼好呢哪里来的变形，估计是那个撞击断电功能把车门电也断了，要么就是小电瓶电源线松动了导致无法解锁。爆燃也是不合理的,0,2025-10-20 08:32:40,支持
硬币山岭丶过牌大帝,限制燃烧时间这事我不理解啊，他是什么情况下都得在五分钟之后烧吗，这是不是不太合理啊,1,2025-10-16 10:29:34,反对
阿元巨靠谱,补档了？,1,2025-10-15 20:08:27,中立
晨早起床点知甘鬼冻,传统门把手就有用？不见得吧。 【雷克萨斯车祸后车门全锁死 路人砸窗仍来不及救人-哔哩哔哩】 https://b23.tv/FA8UFPq,8,2025-10-16 21:00:44,反对
齐天大善,这,0,2025-10-19 21:29:32,中立
徘徊的诺亚,那么多车 怎么就这个人出问题了,1,2025-10-18 00:23:44,支持
爱咋咋地ol,保险公司陪吗？,1,2025-10-19 15:53:27,中立
蹦里咯蹦,没恶意，评论区有意向买某米车型的人吗？,0,2025-10-16 10:37:11,支持
币圈自由人,个人觉得装一个这个玩意不是更好，并且成本应该也不是很高吧。哪怕就算成本高。 其他人我不知道。我是完全可以接受,0,2025-10-20 20:33:36,反对
迷失八度ten,YU7有应急把手，为什么su7不给一个。,12,2025-10-15 20:16:37,反对
道德权威,“小米su7 冲！”这不是你说的吗？哈哈,1,2025-10-16 20:27:21,支持
御剑夜闯寡妇门,求推荐车型啊各位大佬们：1预算20-30个之间 ；2纯电车型；3牌子靠谱，没有倒闭风险，不考虑小米（等不起太久）；4有hud（馋好多年了），有零重力座椅（中午要在车上午休）；5智驾无所谓，我喜欢自己开,11,2025-10-16 16:35:58,支持
约会大作战yyds,建议把车门门锁设计成断电自动解锁，不是像开关一样，通一次电改变一次状态，而是只有一直通电这个车门才能保持锁定状态，一旦收到外力，电池断电，门就自动解锁，就像用电机压一个弹簧，一直有电，这弹簧才能保持压缩状态，断电自动弹回,7,2025-10-15 20:34:23,反对
我爱的是你鸭,超哥除了买车这事，为人处世这块也是很值得信赖,0,2025-10-21 01:10:36,支持
TV哥哥,很客观的视频，可惜评论区并不认可 实际上小米汽车也保留了机械结构，不过救援人不知道怎么用 比起认为这次的舆论是这一件事导致的，我更愿意认为是小米用户的长期不满爆发了，不然就只因为这一件事的话，未免太荒谬。,19,2025-10-25 19:28:20,支持
重力梯度仪不让买,唯一的问题是，这种车为什么要设计的像是阻止第三方救人的样子哪？,2,2025-10-16 03:28:00,支持
敕勒川下的大草原,什么往下。[doge]物理化学告诉我们，燃烧现象是正在反应的高温放热的中间态等离子云内部的电子云吸收反应焓被激发振动从而发光的现象，差不多是这么个意思。而流体力学告诉我们，发热的东西一定膨胀，而热膨胀的流体一定往上跑[doge]你tm见过哪个火是往下烧的…哪怕是喷射火焰的方向向下，它也会自己拐弯跑上面去,35,2025-10-15 20:36:31,支持
鲸落星河哩,汽车能不能像战斗机一样在车门四周安装导爆索紧急时刻起爆炸开车门，然后把导爆索威力调整到刚好炸开车门而不伤害驾驶员和行人，启动条件调整优化确保不会误爆[微笑],0,2025-10-17 19:46:24,反对
PomeloSt,还好我买的特斯拉[笑哭],1,2025-10-16 10:49:27,支持
草履虫666,新国标是对新上市的限制，还是对2026.7.1后所有车辆的限制,3,2025-10-17 10:19:04,支持
国米坦克,门打不开的问题困扰我好多年。 以前门弹不出来，别人告诉我是里面的转动皮条老化了。用针挫旁边的小洞就能打开。 要挫了半天才能拿出我心爱的光碟。,2,2025-10-15 20:26:25,支持
浪材,小米这个隐藏式门把手即不安全也不省成本更不好用，设计真的败笔，第一次碰到实物的时候直接一个震惊，咋还能搞出来这种设计[笑哭],5,2025-10-18 00:18:27,反对
S3eetW1ne,现在又来一个问题，翔翔是被冤枉的？,2,2025-10-16 12:00:03,支持
風舞葉,纯电动的还有谁？小米，极氪，极越，还有吗？,1,2025-10-15 21:24:28,支持
此身飘零久,这集好像看过,1,2025-10-15 20:06:12,中立
一只在校蒟蒻,400km/s瞬间撞停哪个车能开门😡,1,2025-10-16 11:54:02,中立
洛鸢綾,车有问题，人也有问题，这次事件我认为人的问题更大。但凡车速80码以下我不信人救不出来。,3,2025-10-16 12:27:53,支持
宗晓阳,我咋觉得我看过呢[笑哭],2,2025-10-15 20:27:17,中立
恩泽故里东方一片祥瑞,@Xbunny 就问你燃不燃吧,1,2025-10-16 09:23:11,支持
该昵称使用者已爆炸,还看到视频说雷军准备上电控刹车，是不是到时候电路有问题，连刹车都用不了？,1,2025-10-16 04:29:37,支持
aP囝,我买了两个破窗器，不知道为什么现在人车里面真的一个都没有，以后厂家在安全带那边出厂备一个得了，每次看这种视频都是用最原始得方法敲、砸车玻璃得。,0,2025-10-17 19:40:56,反对
梅加迷弟艾嘉伟,一开始看半隐藏的我还想当然以为是肯定有机械结构的，毕竟那会儿都在喷隐藏式门把手，结果从外面是纯电动开门，当然相比于隐藏式纯电动比更好，但是纯电动真的不如机械的耐用。在这个事故中，机械的能不能起到作用也难说，150超速太多了。,1,2025-10-15 20:14:05,支持
熙熙攘攘我们的城市,问界m9的车门也是这样吗？刚准备去提出这事。。。都不太敢买电车了,3,2025-10-20 14:05:05,支持
三高凉介,我看评论区，大家都好像对酒驾没什么感觉。我看到这个通告的时候，我是直接骂这个人该死的，因为我哥就是被酒驾的人撞残废的，18 年 大年初二我哥想多赚点钱，晚上跑会滴滴，被一个酒驾的人撞了，胃和肠子被撞废了，躺在床上很久，出院之后人也变成皮包骨头了，我恨所有酒驾的人，他们该死。他们破坏自己的家庭，破坏别人的家庭。,0,2025-10-18 15:31:13,支持
小李与大飞,这个其实很简单，就算他酒驾，他开油车也要被撞死，但是他不应该被当场火化才是重点,0,2025-10-18 23:06:22,支持
GoodForYou0,你有以下品牌可选：奥迪，奔驰，宝马，丰田，本田，起亚，大众，福特，雪佛兰，等。,1,2025-10-15 20:18:50,支持
我算哪款小饼干,雷总：在这里解释一下哈 200瞬间刹停，指的不是车哈，是人的瞬间刹停[吃瓜][吃瓜][吃瓜][吃瓜],0,2025-10-19 16:21:59,支持
黑色の小黑,小爱同学识别到该用户喝酒且超速，判定为法律无法制止，但是我能制止的恐怖分子，特意把车门锁死以绝后患，这波我站小米！自然淘汰！[doge_金箍],1,2025-10-16 08:28:51,支持
傅里叶遇上拉普拉斯,吉利银河L6 L7就是安全做得好，但是没销量[笑哭],0,2025-10-18 14:09:25,支持
在肯德基吃McDonald,补档了？,3,2025-10-15 20:45:16,中立
沟壑难平难平,看看小米门把手拆解视频[doge]就知道该骂谁了 现在的新能源还需要很多人命经验，过几年再买车吧,1,2025-10-15 20:12:21,支持
司伍依,目前看到的视频，好心路人都是在驾驶位寻求破窗救人的，而在路人拍摄的视频中能看到后车窗是下降的，证明全车解锁确实已经打开了窗户，但前车窗没有，依旧需要人为破窗，车窗显然是卡住了的，但车门具体是因为被卡住还是缺乏机器开关导致的没能打开，不得而知,26,2025-10-15 20:29:44,支持
轮日妖皇a,行车就自动落锁的物理门把手撞车了，里面不按解锁外面也能打开吗,2,2025-10-16 13:16:10,反对
日本岛主,大家给我推荐一个牌子，我需要拉个牌子的车，没有出过任何事故，任何都没有,0,2025-10-18 18:08:57,支持
十六點半到家,公告不是说了醉酒驾车时速超过 160，怎么这个也能莱车和车企？,2,2025-10-16 21:07:07,中立
那我谢谢你喔,超哥能不能给荣威m7出一期,2,2025-10-15 20:02:26,中立
aucnsir,我一零年毕业，毕业后就进入汽车销售行业，前后加起来有近十年时间。这么些年的从业经历和经验，导致我的驾车风格整体偏向稳重，但毕竟是年轻以及有时的工作需要……还是会有一些飘的时候。家里提第一台车的第二年（一八年），我驾车载着我母亲从市里大姨家返家的路途中出了一次追尾事故，给我惊了一身冷汗…自此之后一直徘徊在脑海里以警示！,19,2025-10-16 19:02:53,支持
